city,city_ascii,country,admin_name
arapongas,arapongas,brazil,paraná
dourados,dourados,brazil,mato grosso do sul
caçador,cacador,brazil,santa catarina
jaguarão,jaguarao,brazil,rio grande do sul
passo fundo,passo fundo,brazil,rio grande do sul
santa vitória do palmar,santa vitoria do palmar,brazil,rio grande do sul
porto alegre,porto alegre,brazil,rio grande do sul
açu,acu,brazil,rio grande do norte
rio grande,rio grande,brazil,rio grande do sul
sena madureira,sena madureira,brazil,acre
são luiz gonzaga,sao luiz gonzaga,brazil,rio grande do sul
tupã,tupa,brazil,são paulo
ponta grossa,ponta grossa,brazil,paraná
palmas,palmas,brazil,paraná
grajau,grajau,brazil,maranhão
são francisco do sul,sao francisco do sul,brazil,santa catarina
caxias do sul,caxias do sul,brazil,rio grande do sul
sorocaba,sorocaba,brazil,são paulo
rio negro,rio negro,brazil,paraná
capitão poço,capitao poco,brazil,pará
canoas,canoas,brazil,rio grande do sul
granja,granja,brazil,ceará
sobral,sobral,brazil,ceará
camocim,camocim,brazil,ceará
almenara,almenara,brazil,minas gerais
araçuaí,aracuai,brazil,minas gerais
teófilo otoni,teofilo otoni,brazil,minas gerais
floriano,floriano,brazil,piauí
colinas,colinas,brazil,maranhão
caxias,caxias,brazil,maranhão
pedreiras,pedreiras,brazil,maranhão
barra do corda,barra do corda,brazil,maranhão
jacarezinho,jacarezinho,brazil,paraná
presidente dutra,presidente dutra,brazil,alagoas
coroatá,coroata,brazil,maranhão
codó,codo,brazil,maranhão
paulo afonso,paulo afonso,brazil,bahia
palmeira dos índios,palmeira dos indios,brazil,alagoas
cuiabá,cuiaba,brazil,mato grosso
tubarão,tubarao,brazil,santa catarina
vacaria,vacaria,brazil,rio grande do sul
criciúma,criciuma,brazil,santa catarina
campo belo,campo belo,brazil,minas gerais
salinópolis,salinopolis,brazil,pará
guaxupé,guaxupe,brazil,minas gerais
sete lagoas,sete lagoas,brazil,minas gerais
itaúna,itauna,brazil,minas gerais
novo airão,novo airao,brazil,amazonas
tucuruí,tucurui,brazil,pará
várzea grande,varzea grande,brazil,mato grosso
formiga,formiga,brazil,minas gerais
santa inês,santa ines,brazil,maranhão
divinópolis,divinopolis,brazil,minas gerais
pirapora,pirapora,brazil,minas gerais
lavras,lavras,brazil,minas gerais
óbidos,obidos,brazil,pará
curvelo,curvelo,brazil,minas gerais
conceição do araguaia,conceicao do araguaia,brazil,pará
oriximiná,oriximina,brazil,pará
paracatu,paracatu,brazil,minas gerais
itaberaí,itaberai,brazil,goiás
uberlândia,uberlandia,brazil,minas gerais
araxá,araxa,brazil,minas gerais
iguatu,iguatu,brazil,ceará
itumbiara,itumbiara,brazil,goiás
lapa,lapa,brazil,paraná
cristalina,cristalina,brazil,goiás
trindade,trindade,brazil,goiás
inhumas,inhumas,brazil,goiás
goiânia,goiania,brazil,goiás
castro,castro,brazil,paraná
ituiutaba,ituiutaba,brazil,minas gerais
uberaba,uberaba,brazil,minas gerais
araguari,araguari,brazil,minas gerais
anápolis,anapolis,brazil,goiás
poços de caldas,pocos de caldas,brazil,minas gerais
são joão del rei,sao joao del rei,brazil,minas gerais
pires do rio,pires do rio,brazil,goiás
aracaju,aracaju,brazil,sergipe
manicoré,manicore,brazil,amazonas
pouso alegre,pouso alegre,brazil,minas gerais
ariquemes,ariquemes,brazil,rondônia
morrinhos,morrinhos,brazil,goiás
americana,americana,brazil,são paulo
avaré,avare,brazil,são paulo
barretos,barretos,brazil,são paulo
batatais,batatais,brazil,são paulo
bauru,bauru,brazil,são paulo
botucatu,botucatu,brazil,são paulo
catalão,catalao,brazil,goiás
irati,irati,brazil,paraná
santa cruz,santa cruz,brazil,rio grande do norte
tucano,tucano,brazil,bahia
timbaúba,timbauba,brazil,pernambuco
passos,passos,brazil,minas gerais
manacapuru,manacapuru,brazil,amazonas
barreiros,barreiros,brazil,pernambuco
pimenta bueno,pimenta bueno,brazil,rondônia
vilhena,vilhena,brazil,rondônia
pinheiro,pinheiro,brazil,maranhão
belo horizonte,belo horizonte,brazil,minas gerais
carpina,carpina,brazil,pernambuco
serrinha,serrinha,brazil,bahia
arapiraca,arapiraca,brazil,alagoas
paracuru,paracuru,brazil,ceará
telêmaco borba,telemaco borba,brazil,paraná
penedo,penedo,brazil,alagoas
xique-xique,xique-xique,brazil,bahia
barra mansa,barra mansa,brazil,rio de janeiro
alagoinhas,alagoinhas,brazil,bahia
remanso,remanso,brazil,bahia
maceió,maceio,brazil,alagoas
frutal,frutal,brazil,minas gerais
irecê,irece,brazil,bahia
pontes e lacerda,pontes e lacerda,brazil,mato grosso
volta redonda,volta redonda,brazil,rio de janeiro
senhor do bonfim,senhor do bonfim,brazil,bahia
garanhuns,garanhuns,brazil,pernambuco
rio largo,rio largo,brazil,alagoas
canindé,caninde,brazil,ceará
feira de santana,feira de santana,brazil,bahia
paranaguá,paranagua,brazil,paraná
mineiros,mineiros,brazil,goiás
crato,crato,brazil,ceará
juazeiro do norte,juazeiro do norte,brazil,ceará
jataí,jatai,brazil,goiás
canavieiras,canavieiras,brazil,bahia
rondonópolis,rondonopolis,brazil,mato grosso
paranaíba,paranaiba,brazil,mato grosso do sul
são josé dos pinhais,sao jose dos pinhais,brazil,paraná
rio verde,rio verde,brazil,goiás
natal,natal,brazil,rio grande do norte
joão pessoa,joao pessoa,brazil,paraíba
goiana,goiana,brazil,pernambuco
apodi,apodi,brazil,rio grande do norte
mato grosso,mato grosso,brazil,mato grosso
itambé,itambe,brazil,bahia
vitória da conquista,vitoria da conquista,brazil,bahia
barreiras,barreiras,brazil,bahia
januária,januaria,brazil,minas gerais
ubaitaba,ubaitaba,brazil,bahia
jaguaquara,jaguaquara,brazil,bahia
jequié,jequie,brazil,bahia
janaúba,janauba,brazil,minas gerais
santa maria da vitória,santa maria da vitoria,brazil,bahia
guanambi,guanambi,brazil,bahia
registro,registro,brazil,são paulo
iguape,iguape,brazil,são paulo
ilhéus,ilheus,brazil,bahia
itabuna,itabuna,brazil,bahia
iporá,ipora,brazil,goiás
iturama,iturama,brazil,minas gerais
caicó,caico,brazil,rio grande do norte
valença,valenca,brazil,bahia
caruaru,caruaru,brazil,pernambuco
campina grande,campina grande,brazil,paraíba
nova cruz,nova cruz,brazil,rio grande do norte
fortaleza,fortaleza,brazil,ceará
itapetinga,itapetinga,brazil,bahia
russas,russas,brazil,ceará
patos,patos,brazil,paraíba
pindamonhangaba,pindamonhangaba,brazil,são paulo
ipú,ipu,brazil,ceará
itapeva,itapeva,brazil,são paulo
itapetininga,itapetininga,brazil,são paulo
itu,itu,brazil,são paulo
campo maior,campo maior,brazil,piauí
picos,picos,brazil,piauí
piripiri,piripiri,brazil,piauí
campinas,campinas,brazil,são paulo
catanduva,catanduva,brazil,são paulo
piracicaba,piracicaba,brazil,são paulo
pirassununga,pirassununga,brazil,são paulo
timon,timon,brazil,maranhão
teresina,teresina,brazil,piauí
canela,canela,brazil,rio grande do sul
barra do bugres,barra do bugres,brazil,mato grosso
governador valadares,governador valadares,brazil,minas gerais
guanhães,guanhaes,brazil,minas gerais
salgueiro,salgueiro,brazil,pernambuco
linhares,linhares,brazil,espírito santo
blumenau,blumenau,brazil,santa catarina
santa cruz cabrália,santa cruz cabralia,brazil,bahia
são josé de ribamar,sao jose de ribamar,brazil,maranhão
são mateus,sao mateus,brazil,espírito santo
são luís,sao luis,brazil,maranhão
rosário,rosario,brazil,maranhão
porto seguro,porto seguro,brazil,bahia
nanuque,nanuque,brazil,minas gerais
alvorada,alvorada,brazil,tocantins
ipatinga,ipatinga,brazil,minas gerais
nova lima,nova lima,brazil,minas gerais
diamantina,diamantina,brazil,minas gerais
itapecuru mirim,itapecuru mirim,brazil,maranhão
bocaiúva,bocaiuva,brazil,minas gerais
nova viçosa,nova vicosa,brazil,bahia
itamaraju,itamaraju,brazil,bahia
montes claros,montes claros,brazil,minas gerais
caratinga,caratinga,brazil,minas gerais
ubá,uba,brazil,minas gerais
alta floresta,alta floresta,brazil,mato grosso
ponte nova,ponte nova,brazil,minas gerais
castanhal,castanhal,brazil,pará
conselheiro lafaiete,conselheiro lafaiete,brazil,minas gerais
juiz de fora,juiz de fora,brazil,minas gerais
leopoldina,leopoldina,brazil,minas gerais
cachoeiro de itapemirim,cachoeiro de itapemirim,brazil,espírito santo
barbacena,barbacena,brazil,minas gerais
brusque,brusque,brazil,santa catarina
florianópolis,florianopolis,brazil,santa catarina
porto nacional,porto nacional,brazil,tocantins
principe da beira,principe da beira,brazil,rondônia
itajaí,itajai,brazil,santa catarina
belém,belem,brazil,pará
palmas,palmas,brazil,tocantins
xinguara,xinguara,brazil,pará
bragança,braganca,brazil,pará
vitória,vitoria,brazil,espírito santo
parintins,parintins,brazil,amazonas
viseu,viseu,brazil,pará
colíder,colider,brazil,mato grosso
sinop,sinop,brazil,mato grosso
cabo frio,cabo frio,brazil,rio de janeiro
campos,campos,brazil,rio de janeiro
petrolina,petrolina,brazil,pernambuco
juazeiro,juazeiro,brazil,bahia
brumado,brumado,brazil,bahia
osório,osorio,brazil,rio grande do sul
petrópolis,petropolis,brazil,rio de janeiro
rio de janeiro,rio de janeiro,brazil,rio de janeiro
breves,breves,brazil,pará
nova friburgo,nova friburgo,brazil,rio de janeiro
jaboticabal,jaboticabal,brazil,são paulo
lajes,lajes,brazil,santa catarina
araguaína,araguaina,brazil,tocantins
marabá,maraba,brazil,pará
itupiranga,itupiranga,brazil,pará
barras,barras,brazil,piauí
rolim de moura,rolim de moura,brazil,rondônia
são josé dos campos,sao jose dos campos,brazil,são paulo
gurupi,gurupi,brazil,tocantins
itaberaba,itaberaba,brazil,bahia
macaé,macae,brazil,rio de janeiro
miracema,miracema,brazil,rio de janeiro
niterói,niteroi,brazil,rio de janeiro
marília,marilia,brazil,são paulo
franca,franca,brazil,são paulo
maués,maues,brazil,amazonas
são carlos,sao carlos,brazil,são paulo
guaratinguetá,guaratingueta,brazil,são paulo
santarém,santarem,brazil,pará
garça,garca,brazil,são paulo
ourinhos,ourinhos,brazil,são paulo
jaú,jau,brazil,são paulo
tatuí,tatui,brazil,são paulo
taubaté,taubate,brazil,são paulo
rio claro,rio claro,brazil,são paulo
santos,santos,brazil,são paulo
são joão da boa vista,sao joao da boa vista,brazil,são paulo
barra do garças,barra do garcas,brazil,mato grosso
são josé do rio preto,sao jose do rio preto,brazil,são paulo
jundiaí,jundiai,brazil,são paulo
coari,coari,brazil,amazonas
ribeirão preto,ribeirao preto,brazil,são paulo
limeira,limeira,brazil,são paulo
novo horizonte,novo horizonte,brazil,são paulo
abaetetuba,abaetetuba,brazil,pará
tocantinópolis,tocantinopolis,brazil,tocantins
amapá,amapa,brazil,amapá
vila velha,vila velha,brazil,amapá
são gabriel da cachoeira,sao cabriel da cachoeira,brazil,amazonas
tefé,tefe,brazil,amazonas
fonte boa,fonte boa,brazil,amazonas
imperatriz,imperatriz,brazil,maranhão
niquelândia,niquelandia,brazil,goiás
goianésia,goianesia,brazil,goiás
ceres,ceres,brazil,goiás
portel,portel,brazil,pará
canoinhas,canoinhas,brazil,santa catarina
altamira,altamira,brazil,pará
boa vista,boa vista,brazil,roraima
são paulo,sao paulo,brazil,são paulo
macapá,macapa,brazil,amapá
itacoatiara,itacoatiara,brazil,amazonas
alenquer,alenquer,brazil,pará
porto santana,porto santana,brazil,amapá
barcelos,barcelos,brazil,amazonas
tonantins,tonantins,brazil,amazonas
imbituba,imbituba,brazil,santa catarina
balsas,balsas,brazil,maranhão
eirunepé,eirunepe,brazil,amazonas
porto velho,porto velho,brazil,rondônia
nassau,nassau,"bahamas, the",
freeport,freeport,"bahamas, the",city of freeport
mongar,mongar,bhutan,mongar
pemagatshel,pemagatshel,bhutan,pemagatshel
samdrup jongkhar,samdrup jongkhar,bhutan,samdrup jongkhar
gasa,gasa,bhutan,gasa
thimphu,thimphu,bhutan,thimphu
trashigang,trashigang,bhutan,trashigang
lhuentse,lhuentse,bhutan,lhuentse
trashi yangtse,trashi yangtse,bhutan,trashi yangtse
wangdue prodrang,wangdue prodrang,bhutan,wangdue phodrang
punakha,punakha,bhutan,punakha
haa,haa,bhutan,haa
trongsa,trongsa,bhutan,trongsa
zhemgang,zhemgang,bhutan,zhemgang
jakar,jakar,bhutan,bumthang
sarpang,sarpang,bhutan,sarpang
tsirang,tsirang,bhutan,tsirang
paro,paro,bhutan,paro
samtse,samtse,bhutan,samtse
daga,daga,bhutan,dagana
tsimasham,tsimasham,bhutan,chhukha
mohembo,mohembo,botswana,
ghanzi,ghanzi,botswana,ghanzi
nokaneng,nokaneng,botswana,
lokhwabe,lokhwabe,botswana,
lehututu,lehututu,botswana,
tshabong,tshabong,botswana,kgalagadi
tsau,tsau,botswana,
mochudi,mochudi,botswana,kgatleng
nata,nata,botswana,
maun,maun,botswana,north west
serowe,serowe,botswana,central
kanye,kanye,botswana,southern
mahalapye,mahalapye,botswana,central
palapye,palapye,botswana,central
molepolole,molepolole,botswana,kweneng
mopipi,mopipi,botswana,central
kasane,kasane,botswana,chobe
sowa town,sowa town,botswana,sowa town
ramotswa,ramotswa,botswana,south east
masunga,masunga,botswana,north east
gaborone,gaborone,botswana,gaborone
jwaneng,jwaneng,botswana,jwaneng
lobatse,lobatse,botswana,lobatse
selibe phikwe,selibe phikwe,botswana,selibe phikwe
francistown,francistown,botswana,francistown
minsk,minsk,belarus,
brest,brest,belarus,brestskaya voblasts’
lida,lida,belarus,hrodzyenskaya voblasts’
baranavichy,baranavichy,belarus,brestskaya voblasts’
mazyr,mazyr,belarus,homyel’skaya voblasts’
hrodna,hrodna,belarus,hrodzyenskaya voblasts’
pinsk,pinsk,belarus,brestskaya voblasts’
maladzyechna,maladzyechna,belarus,minskaya voblasts’
barysaw,barysaw,belarus,minskaya voblasts’
polatsk,polatsk,belarus,vitsyebskaya voblasts’
orsha,orsha,belarus,vitsyebskaya voblasts’
babruysk,babruysk,belarus,mahilyowskaya voblasts’
homyel,homyel,belarus,homyel’skaya voblasts’
mahilyow,mahilyow,belarus,mahilyowskaya voblasts’
vitsyebsk,vitsyebsk,belarus,vitsyebskaya voblasts’
belmopan,belmopan,belize,cayo
corozal,corozal,belize,corozal
belize city,belize city,belize,belize
dangriga,dangriga,belize,stann creek
orange walk,orange walk,belize,orange walk
punta gorda,punta gorda,belize,toledo
el cayo,el cayo,belize,cayo
selkirk,selkirk,canada,manitoba
trepassey,trepassey,canada,newfoundland and labrador
schefferville,schefferville,canada,québec
whitehorse,whitehorse,canada,yukon
trout river,trout river,canada,newfoundland and labrador
yorkton,yorkton,canada,saskatchewan
antigonish,antigonish,canada,nova scotia
gander,gander,canada,newfoundland and labrador
berens river,berens river,canada,manitoba
port-menier,port-menier,canada,québec
wetaskiwin,wetaskiwin,canada,alberta
shamattawa,shamattawa,canada,manitoba
steinbach,steinbach,canada,manitoba
thunder bay,thunder bay,canada,ontario
oshawa,oshawa,canada,ontario
chicoutimi,chicoutimi,canada,québec
melville,melville,canada,saskatchewan
brooks,brooks,canada,alberta
dauphin,dauphin,canada,manitoba
smithers,smithers,canada,british columbia
terrace,terrace,canada,british columbia
lutselke,lutselke,canada,northwest territories
resolute,resolute,canada,nunavut
quesnel,quesnel,canada,british columbia
island lake,island lake,canada,manitoba
halifax,halifax,canada,nova scotia
watson lake,watson lake,canada,yukon
sydney,sydney,canada,nova scotia
dawson creek,dawson creek,canada,british columbia
uranium city,uranium city,canada,saskatchewan
timmins,timmins,canada,ontario
saskatoon,saskatoon,canada,saskatchewan
iqaluit,iqaluit,canada,nunavut
alert,alert,canada,nunavut
thessalon,thessalon,canada,ontario
yellowknife,yellowknife,canada,northwest territories
camrose,camrose,canada,alberta
campbell river,campbell river,canada,british columbia
revelstoke,revelstoke,canada,british columbia
meadow lake,meadow lake,canada,saskatchewan
atikokan,atikokan,canada,ontario
creston,creston,canada,british columbia
gillam,gillam,canada,manitoba
cranbrook,cranbrook,canada,british columbia
little current,little current,canada,ontario
calgary,calgary,canada,alberta
big beaver house,big beaver house,canada,ontario
parry sound,parry sound,canada,ontario
kamloops,kamloops,canada,british columbia
dolbeau,dolbeau,canada,québec
st. john's,st. john's,canada,newfoundland and labrador
lansdowne house,lansdowne house,canada,ontario
paulatuk,paulatuk,canada,northwest territories
attawapiskat,attawapiskat,canada,ontario
rimouski,rimouski,canada,québec
grand prairie,grand prairie,canada,alberta
la sarre,la sarre,canada,québec
mingan,mingan,canada,québec
prince albert,prince albert,canada,saskatchewan
moose jaw,moose jaw,canada,saskatchewan
powell river,powell river,canada,british columbia
pangnirtung,pangnirtung,canada,nunavut
nelson,nelson,canada,british columbia
