Jon Allen,ylixir,,FALSE,Fargo/ ND,united states
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Matěj Humpál,finwe,http://finwe.info,FALSE,Liberec/Praha,Undefined
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
Christian Schmidt,c960657,https://aggemam.dk,FALSE,Copenhagen/ Denmark,Undefined
Christoph M. Becker,cmb69,,TRUE,,blank field
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
蝦米,jhdxr,,FALSE,Singapore,singapore
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
蝦米,jhdxr,,FALSE,Singapore,singapore
Andreas Treichel,blar,http://www.blar.de/,FALSE,Germany,germany
,somedaysummer,,FALSE,,blank field
Jan Altensen,Stricted,https://stricted.net/,FALSE,Germany,germany
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Rodrigo Prado,royopa,http://about.me/royopa,FALSE,São Paulo - Brazil,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Jan Altensen,Stricted,https://stricted.net/,FALSE,Germany,germany
Matthew Trescott,MTres19,mtres19stk.users.sourceforge.net,FALSE,,blank field
Arnout Boks,aboks,http://www.moxio.com/blog/blogger/3/arnout-boks,FALSE,Delft/ The Netherlands,Undefined
Jan Altensen,Stricted,https://stricted.net/,FALSE,Germany,germany
,AleksandrKuporosov,,FALSE,,blank field
Jan Altensen,Stricted,https://stricted.net/,FALSE,Germany,germany
,AleksandrKuporosov,,FALSE,,blank field
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
,Danack,,FALSE,Bristol/ England,united kingdom
Bogdan Padalko,pinepain,,FALSE,Kiev/ Ukraine,ukraine
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Andrew Nester,andrewnester,http://linkedin.com/in/andrewnesterdev/,FALSE,Netherlands/ Amsterdam,netherlands
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Zheng SHAO,axot,https://www.axot.org,FALSE,Japan/Tokyo,Undefined
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Andrey Andreev,narfbg,,FALSE,Bulgaria,bulgaria
,SjonHortensius,,FALSE,,blank field
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
Thomas Punt,tpunt,https://phpinternals.net,FALSE,London/ United Kingdom,united kingdom
Andrey Andreev,narfbg,,FALSE,Bulgaria,bulgaria
Niklas Keller,kelunik,https://blog.kelunik.com,FALSE,Germany,germany
mcq8,mcq8,,FALSE,,blank field
Sara Golemon,sgolemon,http://twitter.com/SaraMG,FALSE,NYC,united states
Adam,adsr,,FALSE,New York/ NY,united states
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Alexander Polakov,polachok,www.plhk.ru,FALSE,,blank field
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Andreas Heigl,heiglandreas,http://andreas.heigl.org,FALSE,Germany,germany
Christoph M. Becker,cmb69,,FALSE,,blank field
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Aurel,bohemien,,FALSE,,blank field
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Arnout Boks,aboks,http://www.moxio.com/blog/blogger/3/arnout-boks,FALSE,Delft/ The Netherlands,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Arnout Boks,aboks,http://www.moxio.com/blog/blogger/3/arnout-boks,FALSE,Delft/ The Netherlands,Undefined
Ondřej Surý,oerdnj,,FALSE,Czech Republic,Undefined
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Leigh,lt,,FALSE,UK,Undefined
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Peter Kokot,petk,https://petk.github.io,FALSE,Area 51,Undefined
Remi Collet,remicollet,https://blog.remirepo.net/,FALSE,France/ Champagne,france
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Mitch Hagstrand,mhagstrand,,TRUE,Austin TX,Undefined
Leigh,lt,,TRUE,UK,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Christoph M. Becker,cmb69,,TRUE,,blank field
Aleksey Katargin,gureedo,,FALSE,Russia,russia
Mitch Hagstrand,mhagstrand,,TRUE,Austin TX,Undefined
Sammy Kaye Powers,SammyK,sammyk.me,TRUE,Probably in a coffee shop right now,Undefined
Sammy Kaye Powers,SammyK,sammyk.me,TRUE,Probably in a coffee shop right now,Undefined
Marcus Bointon,Synchro,http://marcus.bointon.com/,FALSE,France,france
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Sammy Kaye Powers,SammyK,sammyk.me,TRUE,Probably in a coffee shop right now,Undefined
Arnout Boks,aboks,http://www.moxio.com/blog/blogger/3/arnout-boks,FALSE,Delft/ The Netherlands,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Niklas Keller,kelunik,https://blog.kelunik.com,FALSE,Germany,germany
Mitch Hagstrand,mhagstrand,,TRUE,Austin TX,Undefined
Dreamszhu（朱宗鑫）,dreamsxin,http://www.myleftstudio.com,FALSE,zhejiang/china,china
Dreamszhu（朱宗鑫）,dreamsxin,http://www.myleftstudio.com,FALSE,zhejiang/china,china
Dreamszhu（朱宗鑫）,dreamsxin,http://www.myleftstudio.com,TRUE,zhejiang/china,china
Dreamszhu（朱宗鑫）,dreamsxin,http://www.myleftstudio.com,TRUE,zhejiang/china,china
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Sara Golemon,sgolemon,http://twitter.com/SaraMG,FALSE,NYC,united states
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Graham Campbell,GrahamCampbell,https://gjcampbell.co.uk/,FALSE,The United Kingdom,Undefined
Timofey Kovalev,dedalqq,http://42qq.ru,FALSE,,blank field
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Sébastien Santoro,dereckson,http://www.dereckson.be/,FALSE,Belgium,belgium
Sébastien Santoro,dereckson,http://www.dereckson.be/,FALSE,Belgium,belgium
Frank van Viegen,vanviegen,,FALSE,,blank field
Frank van Viegen,vanviegen,,FALSE,,blank field
David Walker,bp1222,,FALSE,Denver/ CO,united states
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
David Walker,bp1222,,FALSE,Denver/ CO,united states
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Ahmed Daou,AhmedDaou,,FALSE,United States,united states
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Timofey Kovalev,dedalqq,http://42qq.ru,FALSE,,blank field
Timofey Kovalev,dedalqq,http://42qq.ru,FALSE,,blank field
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
,yanzewei,,FALSE,,blank field
Andy Postnikov,andypost,http://prodrupal.ru,FALSE,Russia/ Moscow,russia
Annop Chawwalitsitthikun,annopnod,,FALSE,Thailand Songkhla Hatyai,Undefined
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,TRUE,Japan,japan
Markus Staab,staabm,https://twitter.com/markusstaab,FALSE,Germany,germany
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Anatol Belski,weltling,http://belski.net,FALSE,,blank field
Tobias Schultze,Tobion,https://twitter.com/TobiasSchultze,TRUE,Zürich/ Schweiz,switzerland
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Adrien Crivelli,PowerKiKi,,FALSE,Korea,Undefined
Pieter Hordijk,PeeHaa,https://pieterhordijk.com,FALSE,The Netherlands,Undefined
Yoshio HANAWA,hnw,http://d.hatena.ne.jp/hnw/,TRUE,Tokyo/ Japan,japan
Bruce Weirdan,weirdan,,FALSE,,blank field
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,TRUE,Manchester/ UK,united kingdom
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Tom Van Looy,tvlooy,twitter.com/tvlooy,FALSE,Belgium/ Beerse,belgium
Bob Weinand,bwoebi,,FALSE,Luxembourg,luxembourg
Tyson Andre,TysonAndre,,TRUE,,blank field
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Tom Van Looy,tvlooy,twitter.com/tvlooy,FALSE,Belgium/ Beerse,belgium
Jakub Zelenka,bukka,http://bukka.eu,FALSE,London/ United Kingdom,united kingdom
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
蝦米,jhdxr,,FALSE,Singapore,singapore
Jeff Farr,moogah,,FALSE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Michał Brzuchalski,brzuchal,,FALSE,Rumia/ Poland,Undefined
Mitch Hagstrand,mhagstrand,,TRUE,Austin TX,Undefined
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Vincent Milum Jr,darkain,https://vincerants.com,FALSE,Tacoma/ WA,united states
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Vincent Milum Jr,darkain,https://vincerants.com,FALSE,Tacoma/ WA,united states
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Niklas Keller,kelunik,https://blog.kelunik.com,FALSE,Germany,germany
Niklas Keller,kelunik,https://blog.kelunik.com,FALSE,Germany,germany
Jan Altensen,Stricted,https://stricted.net/,FALSE,Germany,germany
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
,SjonHortensius,,FALSE,,blank field
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
,mk-j,,FALSE,,blank field
Dorin Marcoci,madorin,http://www.marcodor.com,FALSE,Moldova,moldova
Leigh,lt,,FALSE,UK,Undefined
Stanislav Malyshev,smalyshev,,FALSE,California,united states
Zheng SHAO,axot,https://www.axot.org,TRUE,Japan/Tokyo,Undefined
Benjamin Morel,BenMorel,,TRUE,Aix-en-Provence/ France,france
Jean Carlo Machado,jeanCarloMachado,https://jeancarlomachado.net,FALSE,,blank field
Leigh,lt,,FALSE,UK,Undefined
David Lundgren,dlundgren,http://davidscode.com,FALSE,Milwaukee/ WI,united states
Rowan Collins,IMSoP,http://rwec.co.uk,FALSE,,blank field
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Jakub Zelenka,bukka,http://bukka.eu,FALSE,London/ United Kingdom,united kingdom
Matt Bonneau,mbonneau,voryx.net,FALSE,,blank field
Amo Chohan,amochohan,http://www.energyaspects.com,FALSE,London,united kingdom
Leigh,lt,,FALSE,UK,Undefined
Michele Locati,mlocati,https://mlocati.github.io/,FALSE,Como/ Italy,italy
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Edgar R. Sandi,edgarsandi,http://edgarsandi.github.io/,FALSE,Sao Paulo/ Brazil,brazil
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Christoph M. Becker,cmb69,,TRUE,,blank field
David CARLIER,devnexen,https://devnexen.blogspot.com,TRUE,,blank field
David CARLIER,devnexen,https://devnexen.blogspot.com,FALSE,,blank field
David CARLIER,devnexen,https://devnexen.blogspot.com,FALSE,,blank field
Andrea,hikari-no-yume,https://hikari.noyu.me/,TRUE,Lund/ Sverige,Undefined
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Fabrice Fontaine,ffontaine,,TRUE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Mitch Hagstrand,mhagstrand,,FALSE,Austin TX,Undefined
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,TRUE,Manchester/ UK,united kingdom
Leigh,lt,,TRUE,UK,Undefined
Keith Smiley,ksmiley,http://keithsmiley.net/,FALSE,Atlanta/ GA,united states
Keith Smiley,ksmiley,http://keithsmiley.net/,TRUE,Atlanta/ GA,united states
Christoph M. Becker,cmb69,,TRUE,,blank field
Craig Duncan,duncan3dc,https://www.patreon.com/duncan3dc,FALSE,Manchester/ UK,united kingdom
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Zebediah Figura,zfigura,,FALSE,Watership Down,Undefined
Michael Orlitzky,orlitzky,http://michael.orlitzky.com/,TRUE,Baltimore/ MD,united states
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
Christoph M. Becker,cmb69,,FALSE,,blank field
Andrea,hikari-no-yume,https://hikari.noyu.me/,FALSE,Lund/ Sverige,Undefined
John Boehr,jbboehr,https://github.com/jbboehr,FALSE,Pasadena/ CA/ USA,united states
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Nicolas Grekas,nicolas-grekas,https://twitter.com/nicolasgrekas,FALSE,Paris/ France,france
Christoph M. Becker,cmb69,,TRUE,,blank field
,peterlebrun,,FALSE,,blank field
Márcio Almada,marcioAlmada,https://twitter.com/wolfdalmada,FALSE,Brazil,brazil
noldor (takekoshi),noldor,https://blog.noldor.info/,TRUE,japan,japan
,Kaiserchen,,FALSE,,blank field
,tom916,,FALSE,,blank field
Masaki Kagaya,masakielastic,http://blog.sarabande.jp,FALSE,Tokyo/Japan,japan
Christoph M. Becker,cmb69,,TRUE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,TRUE,,blank field
Masaki Kagaya,masakielastic,http://blog.sarabande.jp,FALSE,Tokyo/Japan,japan
Michael Orlitzky,orlitzky,http://michael.orlitzky.com/,TRUE,Baltimore/ MD,united states
Márcio Almada,marcioAlmada,https://twitter.com/wolfdalmada,FALSE,Brazil,brazil
Filip Rydlo,Overtonesinger,http://www.overtone.cc/profile/FilipRydlo,FALSE,Prague,czechia
Christoph M. Becker,cmb69,,TRUE,,blank field
,trylab,,FALSE,SF Bay Area,Undefined
Andrea,hikari-no-yume,https://hikari.noyu.me/,FALSE,Lund/ Sverige,Undefined
Oleg Efimov,Sannis,https://twitter.com/#!/SannisDev,TRUE,Moscow/ Russia,russia
David Walker,bp1222,,FALSE,Denver/ CO,united states
Christoph M. Becker,cmb69,,TRUE,,blank field
Stephan Muggli,smuggli,,TRUE,Munich,germany
jpauli,jpauli,http://blog.jpauli.tech,FALSE,paris,france
Christoph M. Becker,cmb69,,FALSE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Márcio Almada,marcioAlmada,https://twitter.com/wolfdalmada,FALSE,Brazil,brazil
Teoh Han Hui,teohhanhui,,FALSE,Lille/ France,france
snowqiang,snowqiang,,FALSE,,blank field
Davey Shafik,dshafik,http://daveyshafik.com,FALSE,Seattle/ WA,united states
,mohamedaymenkarmous,https://www.empire-univ.com,FALSE,,blank field
Michele Locati,mlocati,https://mlocati.github.io/,FALSE,Como/ Italy,italy
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Davey Shafik,dshafik,http://daveyshafik.com,FALSE,Seattle/ WA,united states
Adam,adsr,,FALSE,New York/ NY,united states
,ivanmyagky,,FALSE,,blank field
Oleg Efimov,Sannis,https://twitter.com/#!/SannisDev,FALSE,Moscow/ Russia,russia
,ivanmyagky,,FALSE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,TRUE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,TRUE,,blank field
think,microhuang,,FALSE,,blank field
Davey Shafik,dshafik,http://daveyshafik.com,FALSE,Seattle/ WA,united states
,schlndh,,FALSE,,blank field
Ville Hukkamäki,vhuk,,FALSE,,blank field
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
,1ApSH,,FALSE,,blank field
,1ApSH,,FALSE,,blank field
Dmitry Stogov,dstogov,,FALSE,Russia,russia
Matthias Endler,mre,https://matthias-endler.de,FALSE,Düsseldorf/ Germany,germany
,Danack,,TRUE,Bristol/ England,united kingdom
Masaki Kagaya,masakielastic,http://blog.sarabande.jp,FALSE,Tokyo/Japan,japan
Michał Brzuchalski,brzuchal,,FALSE,Rumia/ Poland,Undefined
David Walker,bp1222,,FALSE,Denver/ CO,united states
David Walker,bp1222,,TRUE,Denver/ CO,united states
Jordan Gigov,coladict,,FALSE,Bulgaria/ Varna,bulgaria
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Ville Hukkamäki,vhuk,,FALSE,,blank field
Ryan McCullagh,rmccullagh,,FALSE,,blank field
Ryan McCullagh,rmccullagh,,FALSE,,blank field
Benedict Singer,singerb,benedictsinger.net,FALSE,,blank field
Remi Collet,remicollet,https://blog.remirepo.net/,FALSE,France/ Champagne,france
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Andrea,hikari-no-yume,https://hikari.noyu.me/,TRUE,Lund/ Sverige,Undefined
Aaron Piotrowski,trowski,https://trowski.com,FALSE,Minnesota,united states
Keyur Govande,keyurdg,,TRUE,New York/ NY,united states
Keyur Govande,keyurdg,,FALSE,New York/ NY,united states
Keyur Govande,keyurdg,,TRUE,New York/ NY,united states
Andrea,hikari-no-yume,https://hikari.noyu.me/,FALSE,Lund/ Sverige,Undefined
Joey,joeyhub,,FALSE,,blank field
Adrian,Anonymodmous,,FALSE,,blank field
Lior Kaplan,kaplanlior,,TRUE,,blank field
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Ville Hukkamäki,vhuk,,FALSE,,blank field
Michael Orlitzky,orlitzky,http://michael.orlitzky.com/,FALSE,Baltimore/ MD,united states
Davey Shafik,dshafik,http://daveyshafik.com,FALSE,Seattle/ WA,united states
Levi Morrison,morrisonlevi,,FALSE,Provo/ UT,united states
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Ville Hukkamäki,vhuk,,FALSE,,blank field
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
,huailairen,,FALSE,,blank field
Tyson Andre,TysonAndre,,FALSE,,blank field
,MESWEB,,FALSE,,blank field
,ju1ius,,FALSE,,blank field
,ju1ius,,FALSE,,blank field
,ju1ius,,FALSE,,blank field
Christoph M. Becker,cmb69,,TRUE,,blank field
,ivanor1,,FALSE,,blank field
,ju1ius,,FALSE,,blank field
Ville Hukkamäki,vhuk,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,zhoufengshan,,FALSE,,blank field
,ju1ius,,FALSE,,blank field
Ville Hukkamäki,vhuk,,FALSE,,blank field
Ville Hukkamäki,vhuk,,FALSE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
David Walker,bp1222,,FALSE,Denver/ CO,united states
,SjonHortensius,,FALSE,,blank field
Christoph M. Becker,cmb69,,TRUE,,blank field
Christoph M. Becker,cmb69,,TRUE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Nikita Popov,nikic,http://nikic.github.com/,FALSE,Berlin/ Germany,germany
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Páll Haraldsson,PallHaraldsson,,TRUE,,blank field
Yuji Uchiyama,y-uti,http://y-uti.hatenablog.jp/,FALSE,Kanagawa/ Japan,japan
Christoph M. Becker,cmb69,,TRUE,,blank field
Alex,turboezh,https://www.facebook.com/turboezh,FALSE,Moscow,russia
Christoph M. Becker,cmb69,,FALSE,,blank field
Ville Hukkamäki,vhuk,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
,phackwer,,FALSE,,blank field
Yuji Uchiyama,y-uti,http://y-uti.hatenablog.jp/,FALSE,Kanagawa/ Japan,japan
Tyson Andre,TysonAndre,,FALSE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Pieter Hordijk,PeeHaa,https://pieterhordijk.com,FALSE,The Netherlands,Undefined
Alex,turboezh,https://www.facebook.com/turboezh,FALSE,Moscow,russia
Yasuo Ohgaki,yohgaki,http://www.ohgaki.net/,FALSE,Japan,japan
Bishop Bettini,bishopb,http://stackoverflow.com/users/2908724/bishop,FALSE,,blank field
Gordon Oheim,gooh,http://about.me/gooh,FALSE,Heiligenhaus/ Germany,Undefined
Charles R. Portwood II,charlesportwoodii,https://www.erianna.com,TRUE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Scott,paragonie-scott,https://paragonie.com,FALSE,Orlando/ FL,united states
Christoph M. Becker,cmb69,,FALSE,,blank field
David Walker,bp1222,,TRUE,Denver/ CO,united states
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Christoph M. Becker,cmb69,,TRUE,,blank field
Christoph M. Becker,cmb69,,FALSE,,blank field
Michael Maroszek,paresy,http://www.symcon.de,FALSE,Lübeck,germany
Lauri Kenttä,Metabolix,,FALSE,Finland,finland
Adam Baratz,adambaratz,http://www.adambaratz.com,TRUE,,blank field
Leigh,lt,,TRUE,UK,Undefined
David Walker,bp1222,,FALSE,Denver/ CO,united states
Lior Kaplan,kaplanlior,,TRUE,,blank field
Lior Kaplan,kaplanlior,,FALSE,,blank field
Lior Kaplan,kaplanlior,,TRUE,,blank field
Martin Vobruba,vobruba-martin,,FALSE,,blank field
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Christoph M. Becker,cmb69,,FALSE,,blank field
David Walker,bp1222,,FALSE,Denver/ CO,united states
Dietoad,firedtoad,dietoad.org,FALSE,Shanghai,china
Christoph M. Becker,cmb69,,FALSE,,blank field
Adam Baratz,adambaratz,http://www.adambaratz.com,FALSE,,blank field
SATŌ Kentarō,ranvis,https://www.ranvis.com/,TRUE,,blank field
Dietoad,firedtoad,dietoad.org,FALSE,Shanghai,china
Jeremy Ayerst,jerairrest,,FALSE,Winnipeg/ MB,canada
Pedro Magalhães,pmmaga,,FALSE,Sintra/ Portugal,Undefined
Keyur Govande,keyurdg,,FALSE,New York/ NY,united states
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Valentin V. Bartenev,VBart,vbart.info,FALSE,Moscow/ Russia,russia
Andreas Heigl,heiglandreas,http://andreas.heigl.org,FALSE,Germany,germany
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Jeremy Mikola,jmikola,http://jmikola.net,FALSE,Hoboken/ NJ,united states
David CARLIER,devnexen,https://devnexen.blogspot.com,FALSE,,blank field
Espen Jones,JonesN3,,FALSE,Oslo/ Norway ,norway
David CARLIER,devnexen,https://devnexen.blogspot.com,TRUE,,blank field
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,TRUE,Germany,germany
Richard Fussenegger,Fleshgrinder,http://richard.fussenegger.info/,FALSE,Germany,germany
Jakub Zelenka,bukka,http://bukka.eu,TRUE,London/ United Kingdom,united kingdom
Chad Sikorra,ChadSikorra,www.chadsikorra.com,TRUE,Wisconsin,united states
,zghosts,,FALSE,,blank field
Dmitry Stogov,dstogov,,FALSE,Russia,russia
David Walker,bp1222,,FALSE,Denver/ CO,united states
Dmitry Stogov,dstogov,,TRUE,Russia,russia
